Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
1372673008,2,5851.9989,11.7039978,0.2,8218624,95069.33333,0,0.266666667,0.133333333,1
1372673308,2,5851.9989,19.506663,0.333333333,8218624,0,0,1,0.2,1.133333333
1372673608,2,5851.9989,128.7439758,2.2,8218624,106254.4,0,0.733333333,4.266666667,12.33333333
1372673908,2,5851.9989,183.3626322,3.133333333,8218624,592793.6,0,0.333333333,1.133333333,4.933333333
1372674208,2,5851.9989,27.3093282,0.466666667,8218624,184548.2667,0,0.2,0.333333333,1
1372674508,2,5851.9989,23.4079956,0.4,8218624,106254.9333,0,0.2,0.133333333,1
1372674808,2,5851.9989,11.7039978,0.2,8218624,95069.06667,0,0.333333333,0.2,1
1372675108,2,5851.9989,17.5559967,0.3,8218624,268434.1333,0,0.133333333,0.266666667,1
1372675408,2,5851.9989,9.7533315,0.166666667,8218624,391467.2,0,0.133333333,0.133333333,1
1372675708,2,5851.9989,11.7039978,0.2,8218624,173363.2,0,0.133333333,0.133333333,1
1372676008,2,5851.9989,23.4079956,0.4,8218624,195732.5333,0,0.2,0.2,1
1372676308,2,5851.9989,21.4573293,0.366666667,8218624,464167.7333,0,0.333333333,0,1
1372676608,2,5851.9989,27.3093282,0.466666667,8218624,234879.2,0,0.933333333,0.133333333,1
1372676908,2,5851.9989,29.2599945,0.5,8218624,117439.7333,0,0.133333333,0.066666667,1
1372677208,2,5851.9989,11.7039978,0.2,8218624,78293.6,0,0.2,0.2,1
1372677508,2,5851.9989,9.7533315,0.166666667,8218624,100662.1333,0,0.133333333,0.133333333,1
1372677808,2,5851.9989,9.7533315,0.166666667,8218624,33553.6,0,0.133333333,0.133333333,1
1372678108,2,5851.9989,19.506663,0.333333333,8218624,128623.4667,0,12.73333333,0.066666667,1
1372678408,2,5851.9989,9.7533315,0.166666667,8218624,83884.8,0,0.866666667,0.333333333,1.066666667
1372678708,2,5851.9989,19.506663,0.333333333,8218624,156586.1333,0,0.2,0.2,1
1372679009,2,5851.9989,29.2599945,0.5,8218624,134216,0,0.133333333,0.066666667,1
1372679309,2,5851.9989,29.2599945,0.5,8218624,100661.6,0,0.533333333,0.266666667,1.066666667
1372679609,2,5851.9989,29.2599945,0.5,8218624,95069.33333,0,0.133333333,0.066666667,1
1372679909,2,5851.9989,52.6679901,0.9,8218624,156586.1333,0,0.6,0.6,1.333333333
1372680209,2,5851.9989,29.2599945,0.5,8218624,318765.6,0,0.466666667,0.2,1
1372680509,2,5851.9989,13.2999975,0.227272727,8218624,144892.3636,0,0.4,0.6,1.8
1372680809,2,5851.9989,9.7533315,0.166666667,8218624,100662.4,0,0.266666667,0.133333333,1
1372681109,2,5851.9989,5.8519989,0.1,8218624,100661.6,0,0.2,0.266666667,1
1372681409,2,5851.9989,11.7039978,0.2,8218624,50330.4,0,0.133333333,0.333333333,1.066666667
1372681709,2,5851.9989,9.7533315,0.166666667,8218624,44738.13333,0,0.133333333,0.2,1
1372682009,2,5851.9989,5.8519989,0.1,8218624,139808,0,0.2,0.2,1
1372682309,2,5851.9989,25.3586619,0.433333333,8218624,134216,0,0.466666667,0.266666667,1
1372682609,2,5851.9989,19.506663,0.333333333,8218624,307581.0667,0,0.4,0.133333333,1
1372682909,2,5851.9989,0,0,8218624,128624.2667,0,0.133333333,0.333333333,1
1372683209,2,5851.9989,0,0,8218624,167770.9333,0,0.133333333,0.133333333,1
1372683509,2,5851.9989,7.8026652,0.133333333,8218624,22369.6,0,0.2,0.133333333,1
1372683809,2,5851.9989,5.8519989,0.1,8218624,22369.06667,0,0.2,0.2,1
1372684109,2,5851.9989,11.7039978,0.2,8218624,83884,0,0.866666667,0.2,1.066666667
1372684409,2,5851.9989,3.9013326,0.066666667,8218624,16776.8,0,0.133333333,0.266666667,1
1372684709,2,5851.9989,9.7533315,0.166666667,8218624,89477.33333,0,0.2,0.133333333,1
1372685009,2,5851.9989,23.4079956,0.4,8218624,128624.2667,0,0.2,0.266666667,1
1372685309,2,5851.9989,52.6679901,0.9,8218624,184548,0,0.666666667,0.533333333,1.333333333
1372685609,2,5851.9989,78.026652,1.333333333,8218624,844452,160.8666667,22.46666667,0.333333333,1.533333333
1372685909,2,5851.9989,5.8519989,0.1,8218624,738196,0,2.533333333,0.066666667,1
1372686209,2,5851.9989,9.7533315,0.166666667,8218624,313173.0667,32.06666667,3,0.2,1
1372686509,2,5851.9989,19.506663,0.333333333,8218624,178956,0,2.6,0.333333333,1.266666667
1372686810,2,5851.9989,3.9013326,0.066666667,8218624,178956.2667,0,0.933333333,0.133333333,1
1372687110,2,5851.9989,0,0,8218624,83884,0,0.2,0.266666667,1
1372687410,2,5851.9989,0,0,8218624,83884,0,0.25,0.25,1
1372687710,2,5851.9989,13.6546641,0.233333333,8218624,150992.8,0,0.466666667,0.2,1
1372688010,2,5851.9989,29.2599945,0.5,8218624,167770.4,0,0.133333333,0.2,1
1372688310,2,5851.9989,21.4573293,0.366666667,8218624,50330.4,0,0.133333333,0.133333333,1
1372688610,2,5851.9989,7.8026652,0.133333333,8218624,100661.6,0,0.2,0.266666667,1
1372688910,2,5851.9989,48.7666575,0.833333333,8218624,111846.1333,0,0.666666667,2.466666667,7.466666667
1372689210,2,5851.9989,234.079956,4,8218624,503315.2,0,0.333333333,5.066666667,18.53333333
1372689510,2,5851.9989,15.6053304,0.266666667,8218624,117439.2,0,0.2,0.066666667,1
1372689810,2,5851.9989,11.7039978,0.2,8218624,190140,0,0.133333333,0.2,1
1372690110,2,5851.9989,9.7533315,0.166666667,8218624,150993.6,0,0.266666667,0.2,1
1372690410,2,5851.9989,1.9506663,0.033333333,8218624,83884,0,0.133333333,0.133333333,1
1372690710,2,5851.9989,11.7039978,0.2,8218624,100661.6,0,0.2,0.133333333,1
1372691010,2,5851.9989,25.3586619,0.433333333,8218624,117439.2,0,1,0.2,1.066666667
1372691310,2,5851.9989,5.8519989,0.1,8218624,78292.53333,0,0.2,0.066666667,1
1372691610,2,5851.9989,5.8519989,0.1,8218624,218102.1333,0,0.4,0.066666667,1
1372691910,2,5851.9989,0,0,8218624,206917.8667,0,0.2,0.066666667,1
1372692210,2,5851.9989,1.9506663,0.033333333,8218624,134216,0,0.2,0.2,1
1372692510,2,5851.9989,124.8426432,2.133333333,8218624,162178.1333,0,1.066666667,12.66666667,33.6
1372692810,2,5851.9989,1732.191674,29.6,8218624,1761606.133,0,584.9333333,764.9333333,740.4
1372693110,2,5851.9989,1552.730375,26.53333333,8218624,2734684,0,198.6666667,337.6666667,295.2
1372693410,2,5851.9989,598.8545541,10.23333333,8218624,1929377.6,8.4,2.933333333,20.6,36
1372693710,2,5851.9989,462.3079131,7.9,8218624,1207957.6,0,0.533333333,16.53333333,26.73333333
1372694010,2,5851.9989,440.8505838,7.533333333,8218624,1006631.2,0,0.466666667,17.93333333,28.66666667
1372694310,2,5851.9989,101.4346476,1.733333333,8218624,553646.4,0,0.266666667,2.733333333,6.866666667
1372694610,2,5851.9989,0,0,8218624,167771.2,0,0.133333333,0.2,1
1372694911,2,5851.9989,5.8519989,0.1,8218624,100661.6,0,0.133333333,0.266666667,1
1372695211,2,5851.9989,0,0,8218624,123031.7333,0,0.4,0.2,1
1372695511,2,5851.9989,3.9013326,0.066666667,8218624,117439.2,0,0.133333333,0.133333333,1
1372695811,2,5851.9989,7.8026652,0.133333333,8218624,50330.4,0,0.133333333,0.133333333,1
1372696111,2,5851.9989,21.4573293,0.366666667,8218624,117438.4,0,0.2,0.133333333,1
1372696411,2,5851.9989,19.506663,0.333333333,8218624,78292.53333,0,0.2,0.266666667,1
1372696711,2,5851.9989,29.2599945,0.5,8218624,402652,0,0.8,0.066666667,1
1372697011,2,5851.9989,7.8026652,0.133333333,8218624,201325.6,0,0.2,0.133333333,1
1372697311,2,5851.9989,3.9013326,0.066666667,8218624,67107.2,0,1.133333333,0.266666667,1.066666667
1372697611,2,5851.9989,3.9013326,0.066666667,8218624,39145.86667,0,0.2,0.133333333,1
1372697911,2,5851.9989,0,0,8218624,201324.8,0,0.133333333,0.133333333,1
1372698211,2,5851.9989,5.8519989,0.1,8218624,156586.1333,0,0.133333333,0.2,1
1372698511,2,5851.9989,0,0,8218624,100661.6,0,0.2,0.2,1
1372698811,2,5851.9989,3.9013326,0.066666667,8218624,83884,0,0.2,0.133333333,1
1372699111,2,5851.9989,5.8519989,0.1,8218624,67107.2,0,0.133333333,0.133333333,1
1372699411,2,5851.9989,29.2599945,0.5,8218624,100662.4,0,0.133333333,0.2,1
1372699711,2,5851.9989,19.506663,0.333333333,8218624,100662.4,0,0.2,0.066666667,1
1372700011,2,5851.9989,1.9506663,0.033333333,8218624,72700.8,0,0.133333333,0.266666667,1
1372700311,2,5851.9989,1.9506663,0.033333333,8218624,123031.4667,0,0.4,0.2,1.066666667
1372700611,2,5851.9989,3.9013326,0.066666667,8218624,111846.6667,0,0.266666667,0.2,1
1372700911,2,5851.9989,0,0,8218624,83885.6,0,0.133333333,0.266666667,1
1372701211,2,5851.9989,1.9506663,0.033333333,8218624,150993.6,0,0.133333333,0.2,1
1372701511,2,5851.9989,0,0,8218624,128623.7333,0,0.133333333,0.2,1
1372701811,2,5851.9989,5.8519989,0.1,8218624,134216.8,0,0.4,0.2,1
1372702111,2,5851.9989,17.5559967,0.3,8218624,145401.3333,0,0.266666667,0.266666667,1
1372702411,2,5851.9989,29.2599945,0.5,8218624,134216.8,0,0.2,0.2,1
1372702711,2,5851.9989,9.7533315,0.166666667,8218624,134216.8,0,0.133333333,0.2,1
1372703011,2,5851.9989,0,0,8218624,167772,0,0.933333333,0.266666667,1.133333333
1372703311,2,5851.9989,0,0,8218624,95069.6,0,0.133333333,0.133333333,1
1372703611,2,5851.9989,0,0,8218624,27961.33333,0,0.133333333,0.266666667,1
1372703911,2,5851.9989,409.639923,7,8218624,413836.8,0,1.466666667,21.93333333,25.4
1372704211,2,5851.9989,17.5559967,0.3,8218624,380282.1333,0,0.133333333,0.133333333,1
1372704511,2,5851.9989,15.6053304,0.266666667,8218624,173362.6667,0,0.133333333,0.2,1
1372704811,2,5851.9989,7.8026652,0.133333333,8218624,67107.2,0,0.4,0.133333333,1
1372705111,2,5851.9989,21.4573293,0.366666667,8218624,16776.8,0,0.133333333,0.066666667,1
1372705411,2,5851.9989,23.4079956,0.4,8218624,39145.86667,0,0.2,0.2,1
1372705711,2,5851.9989,15.6053304,0.266666667,8218624,139809.3333,0,0.133333333,0.133333333,1
1372706011,2,5851.9989,1.9506663,0.033333333,8218624,145401.0667,0,0.2,0.2,1
1372706311,2,5851.9989,9.7533315,0.166666667,8218624,223695.2,0,0.266666667,0.2,1
1372706611,2,5851.9989,0,0,8218624,402652,0,0.133333333,0.133333333,1
1372706911,2,5851.9989,0,0,8218624,134216,0,0.133333333,0.133333333,1
1372707211,2,5851.9989,1.9506663,0.033333333,8218624,50330.4,0,0.4,0.333333333,1.066666667
1372707511,2,5851.9989,11.7039978,0.2,8218624,100661.6,0,0.266666667,0.2,1
1372707811,2,5851.9989,17.5559967,0.3,8218624,156586.1333,0,0.2,0.2,1
1372708111,2,5851.9989,29.2599945,0.5,8218624,78293.33333,0,0.133333333,0.066666667,1
1372708411,2,5851.9989,156.053304,2.666666667,8218624,229286.4,0,0.733333333,2.733333333,9.2
1372708711,2,5851.9989,0,0,8218624,106254.4,0,0.133333333,0.066666667,1
1372709012,2,5851.9989,251.6359527,4.3,8218624,425021.0667,0,0.933333333,19.06666667,15.4
1372709312,2,5851.9989,23.4079956,0.4,8218624,218102.4,0,0.133333333,0.133333333,1
1372709612,2,5851.9989,1.9506663,0.033333333,8218624,100661.6,0,0.733333333,0.266666667,1.066666667
1372709912,2,5851.9989,0,0,8218624,95069.06667,0,0.266666667,0.2,1
1372710212,2,5851.9989,5.8519989,0.1,8218624,100663.2,0,0.133333333,0.333333333,1
1372710512,2,5851.9989,9.7533315,0.166666667,8218624,128624.2667,0,1.133333333,0.2,1
1372710812,2,5851.9989,27.3093282,0.466666667,8218624,50330.4,0,0.133333333,0.333333333,1
1372711112,2,5851.9989,25.3586619,0.433333333,8218624,11184.53333,0,0.466666667,0.2,1
1372711412,2,5851.9989,35.1119934,0.6,8218624,234880.2667,0,0.933333333,0.733333333,1.333333333
1372711712,2,5851.9989,15.6053304,0.266666667,8218624,335542.6667,0,0.2,0.4,1
1372712012,2,5851.9989,25.3586619,0.433333333,8218624,123031.7333,0,0.133333333,0.2,1
1372712312,2,5851.9989,5.8519989,0.1,8218624,78293.33333,0,0.266666667,0.133333333,1
1372712612,2,5851.9989,1.9506663,0.033333333,8218624,106254.6667,0,0.4,0.333333333,1
1372712912,2,5851.9989,5.8519989,0.1,8218624,145401.0667,0,0.266666667,0.066666667,1
1372713212,2,5851.9989,29.2599945,0.5,8218624,173363.7333,0,0.2,0.2,1
1372713512,2,5851.9989,17.5559967,0.3,8218624,55922.66667,0,0.133333333,0.266666667,1
1372713812,2,5851.9989,25.3586619,0.433333333,8218624,150994.4,0,0.266666667,0.333333333,1
1372714112,2,5851.9989,15.6053304,0.266666667,8218624,240472,0,0.333333333,0.266666667,1.066666667
1372714412,2,5851.9989,1.9506663,0.033333333,8218624,89476.53333,0,0.4,0.333333333,1
1372714712,2,5851.9989,11.7039978,0.2,8218624,184548.8,0,0.133333333,0.133333333,1
1372715012,2,5851.9989,7.8026652,0.133333333,8218624,33553.86667,0,0.133333333,0.066666667,1
1372715312,2,5851.9989,9.7533315,0.166666667,8218624,72699.46667,0,0.666666667,0.133333333,1.066666667
1372715612,2,5851.9989,21.4573293,0.366666667,8218624,134216,0,0.8,0.733333333,1.2
